Population,Replicate,Treatment,Block,Generation,Female_offspring,Male_offspring,,
32,5,Control,1,20,0,0,,
32,6,Control,1,20,0,0,,
9,1,Female,1,20,0,0,,
9,2,Female,1,20,0,0,,
9,4,Female,1,20,0,0,,
9,5,Female,1,20,0,0,,
9,6,Female,1,20,0,0,,
21,1,Male,1,20,0,0,,
21,2,Male,1,20,0,0,,
21,3,Male,1,20,0,0,,
21,5,Male,1,20,0,0,,
21,7,Male,1,20,0,0,,
33,4,Control,1,20,0,0,,
33,5,Control,1,20,0,0,,
33,7,Control,1,20,0,0,,
33,8,Control,1,20,0,0,,
10,2,Female,1,20,0,0,,
10,3,Female,1,20,0,0,,
10,4,Female,1,20,0,0,,
10,5,Female,1,20,0,0,,
10,6,Female,1,20,0,0,,
22,3,Male,1,20,0,0,,
22,6,Male,1,20,0,0,,
22,8,Male,1,20,0,0,,
22,9,Male,1,20,0,0,,
34,1,Control,1,20,0,0,,
34,2,Control,1,20,0,0,,
34,3,Control,1,20,0,0,,
34,5,Control,1,20,0,0,,
34,6,Control,1,20,0,0,,
1,1,Female,1,20,0,0,,
1,4,Female,1,20,0,0,,
1,5,Female,1,20,NA,NA,,
1,6,Female,1,20,0,0,,
1,8,Female,1,20,0,0,,
13,1,Male,1,20,33,27,,
13,2,Male,1,20,0,0,,
13,4,Male,1,20,0,0,,
13,5,Male,1,20,0,0,,
25,1,Control,1,20,0,0,,
25,3,Control,1,20,0,0,,
25,4,Control,1,20,0,0,,
25,5,Control,1,20,0,0,,
25,6,Control,1,20,0,0,,
2,1,Female,1,20,0,0,,
2,3,Female,1,20,0,0,,
2,5,Female,1,20,0,0,,
2,6,Female,1,20,NA,NA,,
2,7,Female,1,20,0,0,,
2,8,Female,1,20,0,0,,
2,10,Female,1,20,0,0,,
14,2,Male,1,20,0,0,,
14,3,Male,1,20,20,15,,
14,5,Male,1,20,0,0,,
14,6,Male,1,20,0,0,,
14,7,Male,1,20,0,0,,
26,2,Control,1,20,0,0,,
26,6,Control,1,20,0,0,,
26,8,Control,1,20,0,0,,
26,9,Control,1,20,0,0,,
26,10,Control,1,20,0,0,,
3,3,Female,1,20,0,0,,
3,5,Female,1,20,0,0,,
3,6,Female,1,20,0,0,,
3,7,Female,1,20,0,0,,
3,8,Female,1,20,0,0,,
3,10,Female,1,20,0,0,,
15,1,Male,1,20,0,0,,
15,2,Male,1,20,0,0,,
15,3,Male,1,20,0,0,,
15,4,Male,1,20,0,0,,
15,5,Male,1,20,0,0,,
27,2,Control,1,20,0,0,,
27,3,Control,1,20,0,0,,
27,4,Control,1,20,0,0,,
27,5,Control,1,20,0,0,,
27,6,Control,1,20,0,0,,
11,1,Female,1,20,0,0,,
11,3,Female,1,20,0,0,,
11,4,Female,1,20,0,0,,
11,5,Female,1,20,0,0,,
11,7,Female,1,20,0,0,,
23,1,Male,1,20,0,0,,
23,2,Male,1,20,0,0,,
23,3,Male,1,20,0,0,,
23,4,Male,1,20,0,0,,
23,5,Male,1,20,0,0,,
35,1,Control,1,20,0,0,,
35,2,Control,1,20,0,0,,
35,3,Control,1,20,0,0,,
35,4,Control,1,20,0,0,,
35,5,Control,1,20,0,0,,
12,6,Female,1,20,0,0,,
12,7,Female,1,20,0,0,,
12,8,Female,1,20,0,0,,
12,9,Female,1,20,0,0,,
24,1,Male,1,20,0,0,,
24,2,Male,1,20,0,0,,
24,4,Male,1,20,0,0,,
24,6,Male,1,20,0,0,,
24,8,Male,1,20,NA,NA,,
36,1,Control,1,20,0,0,,
36,2,Control,1,20,0,0,,
36,3,Control,1,20,0,0,,
36,4,Control,1,20,0,0,,
36,5,Control,1,20,0,0,,
4,1,Female,1,20,0,0,,
4,2,Female,1,20,0,0,,
4,7,Female,1,20,0,0,,
4,9,Female,1,20,0,0,,
